ToyCar
id,AUC,pAUC
01,0.627077922077922,0.5301321485532012
02,0.6612398921832884,0.5404738260746205
03,0.5264797843665768,0.5159597105972479
04,0.6891752021563342,0.5803092637253511
Average,0.6259932001960304,0.5417187372376051

ToyConveyor
id,AUC,pAUC
01,0.5212249999999999,0.4942434210526316
02,0.561725352112676,0.5322831727205337
03,0.5543267112059087,0.5294878420115582
Average,0.5457590211061949,0.5186714785949079

fan
id,AUC,pAUC
00,0.46095823095823096,0.4995473942842364
02,0.5675487465181058,0.5456677906465328
04,0.4511781609195402,0.4895644283121597
06,0.5254293628808864,0.5330223064586674
Average,0.5012786253191909,0.516950479925399

pump
id,AUC,pAUC
00,0.5418181818181819,0.5060728744939271
02,0.5422522522522523,0.489805595068753
04,0.49679999999999996,0.49842105263157893
06,0.3545098039215686,0.47987616099071206
Average,0.48384505949800066,0.49354392079624276

slider
id,AUC,pAUC
00,0.6106460674157304,0.47782377291543465
02,0.4717977528089887,0.478809383008082
04,0.5462921348314607,0.5263157894736842
06,0.4712359550561798,0.4813719692489651
Average,0.5249929775280899,0.4910802286615415

valve
id,AUC,pAUC
00,0.5591596638655463,0.49977885891198587
02,0.4765,0.4907894736842105
04,0.5366666666666666,0.5013157894736842
06,0.4111666666666667,0.49298245614035086
Average,0.4958732492997199,0.4962166445525579

