ToyCar
id,AUC,pAUC
01,0.6392145702902675,0.5186172602821796
02,0.672437641723356,0.538250387874448
03,0.5373582766439908,0.5285236901778255
04,0.6600226757369615,0.5799021362931137
Average,0.627258291098644,0.5413233686568917

ToyConveyor
id,AUC,pAUC
01,0.5298392388451444,0.4964774140074596
02,0.5557886904761904,0.5051887531328321
03,0.5467027236426485,0.5237683539261169
Average,0.544110217654661,0.5084781736888028

fan
id,AUC,pAUC
00,0.4473007712082262,0.4933026654038696
02,0.5598533724340176,0.5431393733600864
04,0.40824242424242424,0.4915470494417863
06,0.5000583090379009,0.5310725794077029
Average,0.47886371923064225,0.5147654169033613

pump
id,AUC,pAUC
00,0.5665693430656933,0.5059546676911256
02,0.6215238095238096,0.4817042606516291
04,0.5894680851063829,0.5162374020156775
06,0.32125000000000004,0.4764254385964912
Average,0.5247028094239714,0.4950804422387309

slider
id,AUC,pAUC
00,0.6033623188405798,0.47505720823798625
02,0.5068359375,0.4817023026315789
04,0.5299401197604791,0.5083517176173968
06,0.44346153846153846,0.4817813765182186
Average,0.5208999786406494,0.48672315125129517

valve
id,AUC,pAUC
00,0.5427433628318584,0.5030274802049371
02,0.48745614035087725,0.48753462603878117
04,0.5343859649122807,0.5110803324099723
06,0.37280701754385964,0.487072945521699
Average,0.48434812140971895,0.49717884604384743

